HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.age,Answer.book,Answer.careful,Answer.comments,Answer.distraction,Answer.english,Answer.gender,Answer.grouptype,Answer.q1,Answer.q10,Answer.q11,Answer.q12,Answer.q13,Answer.q14,Answer.q15,Answer.q16,Answer.q17,Answer.q18,Answer.q19,Answer.q2,Answer.q20,Answer.q21,Answer.q22,Answer.q23,Answer.q24,Answer.q25,Answer.q26,Answer.q27,Answer.q28,Answer.q29,Answer.q3,Answer.q30,Answer.q31,Answer.q32,Answer.q33,Answer.q34,Answer.q35,Answer.q4,Answer.q5,Answer.q6,Answer.q7,Answer.q8,Answer.q9,Answer.qNum1,Answer.qNum10,Answer.qNum11,Answer.qNum12,Answer.qNum13,Answer.qNum14,Answer.qNum15,Answer.qNum16,Answer.qNum17,Answer.qNum18,Answer.qNum19,Answer.qNum2,Answer.qNum20,Answer.qNum21,Answer.qNum22,Answer.qNum23,Answer.qNum24,Answer.qNum25,Answer.qNum26,Answer.qNum27,Answer.qNum28,Answer.qNum29,Answer.qNum3,Answer.qNum30,Answer.qNum31,Answer.qNum32,Answer.qNum33,Answer.qNum34,Answer.qNum35,Answer.qNum4,Answer.qNum5,Answer.qNum6,Answer.qNum7,Answer.qNum8,Answer.qNum9,Answer.time1,Answer.time2,Answer.time3,Answer.time4,Answer.time5,Answer.time6,Answer.time7,Answer.time8,Approve,Reject,Correct,Self-rating
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3FPRZHYEPZDGNUAKE2F51K3L4KDV38,A1WRYUFOYFF8QO,Submitted,Tue Mar 07 10:25:02 PST 2017,Tue Mar 07 10:40:51 PST 2017,Fri Mar 10 10:40:51 PST 2017,,,,949,0% (0/0),0% (0/0),0% (0/0),26,,5,{},no,yes,male,3,2,1,2,2,1,1,5,1,4,1,1,2,1,1,3,4,4,3,1,1,3,5,1,1,5,1,1,2,1,1,1,1,2,4,4,qu22,qu54,qu41,qu75,tqu7,qu19,qu29,qu23,qu53,tqu3,qu68,qu56,tqu6,qu44,qu62,qu59,qu64,qu21,qu76,qu9,qu81,qu84,tqu4,qu69,tqu5,qu80,tqu2,qu12,tqu1,qu88,qu65,qu24,qu50,qu14,qu83,1488911735464,1488911738424,1488911779807,1488911834478,1488911910629,1488911936389,1488911956596,1488911964417,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3FTOP5WARGUBF7BTEQJ3WYUK6LN0JY,A2WYJOE2OUCAQ2,Submitted,Tue Mar 07 10:24:36 PST 2017,Tue Mar 07 10:28:22 PST 2017,Fri Mar 10 10:28:22 PST 2017,,,,226,0% (0/0),0% (0/0),0% (0/0),28,,5,{},no,yes,male,3,1,2,1,2,2,4,5,5,4,3,4,4,4,4,1,2,5,1,4,5,5,2,1,1,4,1,1,1,2,4,3,5,1,5,4,tqu7,qu40,qu13,qu38,qu80,qu64,qu2,qu29,qu20,qu55,qu6,qu63,qu30,qu50,qu73,qu11,qu84,qu75,qu25,qu35,tqu1,qu12,tqu4,tqu6,qu7,qu83,qu72,tqu3,qu14,qu26,qu15,qu74,tqu2,tqu5,qu16,1488911135850,1488911139169,1488911188701,1488911224388,1488911263305,1488911282681,1488911290441,1488911298190,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3GDTJDAPVVHJY4MHCR9A55SJTDU8MX,AMG9Y1YLBTKIV,Submitted,Tue Mar 07 10:24:26 PST 2017,Tue Mar 07 11:03:53 PST 2017,Fri Mar 10 11:03:53 PST 2017,,,,2367,0% (0/0),0% (0/0),0% (0/0),30,,5,{},no,yes,male,3,3,3,4,3,5,2,3,4,4,1,3,1,5,5,3,4,4,3,4,4,1,4,4,1,5,1,2,3,5,3,1,3,3,4,2,qu41,qu49,qu11,qu37,tqu1,qu72,qu46,qu67,qu64,tqu4,qu81,tqu7,qu71,tqu5,qu39,qu32,qu8,qu31,qu15,qu45,tqu2,qu7,qu74,qu16,qu35,tqu6,qu78,qu17,qu87,qu80,tqu3,qu61,qu20,qu43,qu69,1488913102675,1488913106192,1488913195463,1488913305951,1488913385330,1488913414548,1488913421930,1488913430001,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3IQ1VMJRYUQIA8W2KGPJWASUJ2N9A3,A2CF2BD4Q0ZDJN,Submitted,Tue Mar 07 10:25:00 PST 2017,Tue Mar 07 10:51:48 PST 2017,Fri Mar 10 10:51:48 PST 2017,,,,1608,0% (0/0),0% (0/0),0% (0/0),54,,5,{},no,yes,male,3,3,2,5,4,2,2,1,1,2,4,2,2,2,2,1,4,3,1,4,4,1,5,4,2,2,4,1,1,4,4,1,2,2,2,4,qu35,qu80,tqu1,qu39,qu17,qu32,tqu7,tqu3,qu26,qu76,qu75,qu47,qu6,qu66,tqu2,qu87,qu77,tqu4,qu72,qu74,qu14,tqu5,qu4,qu63,qu43,qu55,qu31,tqu6,qu23,qu56,qu86,qu37,qu1,qu12,qu11,1488912105517,1488912109490,1488912571957,1488912606416,1488912650091,1488912688995,1488912697648,1488912706000,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3IQ1VMJRYUQIA8W2KGPJWASUJ2NA94,A24WQ0ZEGXHX6J,Submitted,Tue Mar 07 10:25:03 PST 2017,Tue Mar 07 10:30:18 PST 2017,Fri Mar 10 10:30:18 PST 2017,,,,315,0% (0/0),0% (0/0),0% (0/0),45,,5,Thanks for allowing me to participate.,yes,yes,male,3,4,3,1,4,5,4,3,3,1,2,1,1,2,5,3,3,4,5,1,3,5,4,2,3,3,3,4,4,5,4,3,4,2,1,4,qu81,qu6,qu82,qu2,qu67,qu20,qu46,qu10,tqu7,qu37,tqu3,tqu2,qu52,tqu5,qu32,qu48,qu7,qu88,tqu6,qu3,qu80,qu22,qu85,qu50,qu74,qu25,qu57,qu29,tqu1,qu36,qu47,qu53,qu14,tqu4,qu13,1488911148579,1488911153940,1488911263709,1488911310391,1488911356942,1488911387252,1488911397104,1488911408655,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3IXQG4FA2U4NTI1UQUPFRLC01K89BY,A2GG7HIO2OIXUR,Submitted,Tue Mar 07 10:25:03 PST 2017,Tue Mar 07 10:27:48 PST 2017,Fri Mar 10 10:27:48 PST 2017,,,,165,0% (0/0),0% (0/0),0% (0/0),27,,5,{},no,yes,female,3,1,2,4,2,4,4,4,4,5,1,4,2,4,1,3,2,4,2,2,5,4,1,2,4,5,4,1,4,4,2,4,1,2,2,1,tqu2,qu82,qu68,qu31,qu34,qu7,qu60,qu12,qu54,qu83,qu23,qu51,qu66,qu38,qu39,qu21,qu72,qu3,qu15,tqu5,qu87,tqu3,qu28,qu67,tqu1,qu8,tqu4,qu69,qu78,qu59,qu20,tqu6,qu86,qu16,tqu7,1488911105957,1488911110223,1488911158477,1488911192612,1488911228650,1488911252304,1488911258749,1488911263437,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3JWH6J9I9TJ8IK5OR48K9M7K69ONBA,A37DTVGS7RX6AG,Submitted,Tue Mar 07 10:24:26 PST 2017,Tue Mar 07 10:42:15 PST 2017,Fri Mar 10 10:42:15 PST 2017,,,,1069,0% (0/0),0% (0/0),0% (0/0),65,,5,{},no,yes,female,3,2,1,5,2,3,1,4,1,3,4,4,1,2,1,4,1,2,1,2,4,4,1,2,1,1,1,2,4,2,3,5,5,5,4,1,qu12,qu41,tqu1,qu86,qu38,qu75,qu34,qu85,qu62,qu64,qu74,tqu2,qu71,qu51,qu60,qu72,qu63,tqu7,qu50,qu33,qu59,tqu4,qu68,qu20,qu2,tqu6,qu27,qu35,qu81,qu80,qu46,qu61,tqu5,qu5,tqu3,1488911138851,1488911141160,1488911214598,1488912047957,1488912099809,1488912125406,1488912132539,1488912141658,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3L2IS5HSFBONEJEURVPFECZ8VUVNUR,A19LTHK3TA57SF,Submitted,Tue Mar 07 10:24:56 PST 2017,Tue Mar 07 10:30:12 PST 2017,Fri Mar 10 10:30:12 PST 2017,,,,316,0% (0/0),0% (0/0),0% (0/0),36,,5,{},no,yes,female,3,4,5,4,5,1,1,5,1,1,1,1,5,5,1,4,5,4,3,1,1,1,1,1,5,5,5,1,5,3,1,3,5,5,4,5,qu79,qu74,qu46,qu71,qu72,tqu7,tqu5,qu66,qu4,tqu6,qu80,qu32,qu43,tqu4,qu10,tqu1,qu2,qu23,qu20,qu24,qu76,qu70,qu9,qu64,qu59,qu42,tqu2,qu21,qu19,tqu3,qu5,qu18,qu77,qu30,qu6,1488911106699,1488911125937,1488911203835,1488911272829,1488911349526,1488911380259,1488911389162,1488911404889,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3O6CYIULEE7D1DN8JWG2AVCZO6ZUWP,A1KLAGM9CCOFBN,Submitted,Tue Mar 07 10:24:42 PST 2017,Tue Mar 07 11:10:02 PST 2017,Fri Mar 10 11:10:02 PST 2017,,,,2720,0% (0/0),0% (0/0),0% (0/0),36,,5,{},no,yes,male,3,4,4,1,3,2,1,4,5,5,4,1,1,4,5,1,2,1,4,4,2,1,1,4,3,4,4,5,4,4,4,1,3,4,5,4,qu53,qu45,qu70,qu75,qu44,tqu2,qu34,tqu5,qu21,qu9,qu72,tqu7,qu62,qu59,tqu4,qu26,tqu1,qu20,qu28,qu78,tqu3,qu73,qu48,qu10,qu46,qu18,qu42,qu16,qu58,qu43,tqu6,qu67,qu57,qu8,qu5,1488911618323,1488911619417,1488913688363,1488913725631,1488913755654,1488913768878,1488913794947,1488913801013,,,6.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3OUYGIZWR8471IER93ONTUGWFKT0PY,A1V2H0UF94ATWY,Submitted,Tue Mar 07 11:16:28 PST 2017,Tue Mar 07 11:28:33 PST 2017,Fri Mar 10 11:28:33 PST 2017,,,,725,0% (0/0),0% (0/0),0% (0/0),58,,4,"Fun, thanks and I hope my data is useful.",no,yes,male,3,2,2,3,4,4,4,5,4,3,1,2,3,3,3,4,3,4,5,5,5,5,5,1,4,3,1,4,1,1,3,2,3,4,1,2,qu13,qu40,qu77,qu36,qu1,qu41,tqu5,qu56,qu5,tqu4,qu38,qu11,qu78,qu54,qu63,qu57,qu60,tqu1,qu88,qu53,qu81,qu42,tqu6,qu76,qu70,tqu2,qu35,tqu3,tqu7,qu37,qu9,qu17,qu45,qu4,qu66,1488914554918,1488914562035,1488914637051,1488914701026,1488914819225,1488914850689,1488914864359,1488914873863,,,7.0,4
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3PEIJLRY6UZ5IHH3O1RPU2B3IOGXWK,A1UGEI18TCSIFR,Submitted,Tue Mar 07 10:24:45 PST 2017,Tue Mar 07 10:32:35 PST 2017,Fri Mar 10 10:32:35 PST 2017,,,,470,0% (0/0),0% (0/0),0% (0/0),21,,5,{},no,yes,female,3,3,3,4,3,4,4,3,5,5,4,3,4,4,3,5,2,3,5,4,4,5,3,3,4,5,4,3,4,1,4,4,3,5,3,4,qu25,qu26,tqu2,qu37,qu73,qu31,qu62,tqu1,tqu5,qu56,qu70,qu41,qu61,qu59,qu58,qu18,qu47,tqu3,qu16,qu76,qu63,qu46,qu35,qu65,qu52,qu36,qu50,qu64,tqu7,qu17,qu42,tqu4,qu5,qu60,tqu6,1488911489768,1488911490553,1488911506932,1488911525428,1488911538739,1488911547106,1488911554343,1488911560879,,,2.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3PS7W85Z808NP4VBQGG0RFIM7R7T97,A30RAYNDOWQ61S,Submitted,Tue Mar 07 10:25:17 PST 2017,Tue Mar 07 10:29:42 PST 2017,Fri Mar 10 10:29:42 PST 2017,,,,265,0% (0/0),0% (0/0),0% (0/0),54,,5,Good luck in your research.,no,yes,male,3,4,2,2,1,5,1,1,1,4,1,4,3,5,5,5,4,5,1,1,3,2,1,2,1,4,5,2,1,5,2,5,1,5,1,1,qu34,qu41,qu73,qu85,qu84,tqu7,qu71,tqu3,qu44,tqu2,qu83,qu48,qu63,qu64,qu3,qu58,qu5,tqu6,qu6,qu32,qu38,qu70,qu12,qu16,qu62,tqu5,qu49,qu24,qu29,qu19,tqu1,qu4,qu47,tqu4,qu23,1488911131756,1488911136015,1488911195544,1488911250289,1488911300624,1488911326265,1488911343308,1488911358556,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3QXNC7EIPJ1M9VYKSESQ74GHAGB093,A5DSYVNGYLCA5,Submitted,Tue Mar 07 10:24:27 PST 2017,Tue Mar 07 10:29:47 PST 2017,Fri Mar 10 10:29:47 PST 2017,,,,320,0% (0/0),0% (0/0),0% (0/0),24,,3,NO,yes,yes,female,3,3,3,4,3,3,4,3,4,3,3,4,4,3,3,4,3,4,3,4,3,4,3,3,3,3,4,3,2,3,2,3,4,3,2,3,tqu7,tqu5,qu11,qu40,qu62,qu63,qu2,qu58,qu75,qu41,qu73,tqu2,qu3,tqu6,qu34,qu71,qu18,qu9,qu38,qu33,tqu3,qu79,qu87,qu85,qu48,qu20,qu72,qu65,tqu4,qu53,qu17,qu42,qu31,qu83,tqu1,1488911199696,1488911201712,1488911242691,1488911302862,1488911369168,1488911391028,1488911411870,1488911419847,,,0.0,3
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3TGOYF991YS099Y3OW11S7R23QOUUQ,A1MTRZDRKNB9GV,Submitted,Tue Mar 07 10:24:36 PST 2017,Tue Mar 07 10:33:54 PST 2017,Fri Mar 10 10:33:54 PST 2017,,,,558,0% (0/0),0% (0/0),0% (0/0),54,,5,this was interesting,no,yes,female,3,2,2,4,3,2,2,2,1,1,3,1,1,4,1,4,5,4,3,5,3,1,3,1,3,4,1,4,1,3,3,1,3,1,5,3,qu70,qu78,qu33,qu35,qu9,qu73,qu63,qu13,tqu2,qu20,tqu7,qu81,qu24,qu75,qu5,tqu5,qu29,qu23,qu28,qu8,qu4,qu62,tqu4,qu18,qu86,tqu6,qu15,tqu3,qu10,qu64,tqu1,qu68,qu36,qu42,qu46,1488911355247,1488911361146,1488911463474,1488911522173,1488911573677,1488911611288,1488911621202,1488911630532,,,6.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3VAR3R6G1Q77Y77TP7ONX9HOOD98OC,A1SP3GBRZKMWZJ,Submitted,Tue Mar 07 10:24:26 PST 2017,Tue Mar 07 10:32:23 PST 2017,Fri Mar 10 10:32:23 PST 2017,,,,477,0% (0/0),0% (0/0),0% (0/0),70,,5,good survey,no,yes,male,3,1,4,4,2,1,1,4,2,2,1,5,2,5,4,5,1,1,1,4,2,5,5,3,3,2,1,1,4,4,3,4,4,2,3,5,qu55,qu20,qu67,qu27,tqu6,tqu4,qu64,qu68,qu54,qu36,qu47,qu84,tqu1,qu78,tqu5,tqu2,qu53,qu41,qu32,qu28,qu59,qu17,qu16,qu12,qu56,tqu7,tqu3,qu52,qu15,qu40,qu9,qu25,qu8,qu26,qu45,1488911124644,1488911136145,1488911240762,1488911321663,1488911389164,1488911442973,1488911466720,1488911492231,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3VNXK88KKDO22WZ0VBGFSX674CNV9P,A19ED8FYO6CA36,Submitted,Tue Mar 07 10:25:26 PST 2017,Tue Mar 07 10:30:11 PST 2017,Fri Mar 10 10:30:11 PST 2017,,,,285,0% (0/0),0% (0/0),0% (0/0),39,,5,{},no,yes,male,3,1,1,5,4,5,4,1,5,5,1,2,1,4,5,4,1,1,4,3,1,4,1,1,5,4,3,1,1,5,5,3,1,1,5,1,tqu7,qu38,qu64,qu80,qu22,qu26,qu27,qu43,tqu5,tqu6,qu40,tqu2,qu73,qu84,qu6,qu36,qu81,qu59,qu42,qu55,qu5,qu69,tqu3,tqu1,qu76,qu44,tqu4,qu46,qu15,qu57,qu2,qu8,qu21,qu28,qu14,1488911142538,1488911145183,1488911218224,1488911314449,1488911360646,1488911382739,1488911394617,1488911406081,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3X0H8UUIT2UXM0V4URL2VUUB39ESW7,A3RRW6OSYCLKWB,Submitted,Tue Mar 07 10:24:37 PST 2017,Tue Mar 07 10:47:37 PST 2017,Fri Mar 10 10:47:37 PST 2017,,,,1380,0% (0/0),0% (0/0),0% (0/0),28,,5,{},no,yes,male,3,1,3,1,1,3,5,1,3,1,5,1,3,5,1,5,3,4,5,2,5,2,5,4,3,2,1,1,4,1,5,1,1,1,1,5,tqu6,qu17,tqu2,qu55,qu46,qu38,tqu7,qu37,qu27,qu79,tqu4,qu30,qu13,qu85,qu34,qu12,qu61,tqu5,qu60,tqu1,qu20,qu59,qu43,qu86,qu62,qu65,qu80,qu29,qu9,qu18,tqu3,qu69,qu40,qu66,qu15,1488911826115,1488911828999,1488912235730,1488912348644,1488912424232,1488912436926,1488912444243,1488912450095,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3X87C8JFV7HS23ZIIIMW35CPF8XSQ3,A3EHI7J2E5DSJK,Submitted,Tue Mar 07 10:24:28 PST 2017,Tue Mar 07 10:46:28 PST 2017,Fri Mar 10 10:46:28 PST 2017,,,,1320,0% (0/0),0% (0/0),0% (0/0),23,,5,{},no,yes,male,3,4,2,3,1,1,1,1,1,4,1,2,5,2,1,1,1,3,5,3,1,1,1,5,5,3,5,1,1,5,1,2,4,1,1,4,qu80,qu67,qu79,tqu3,qu32,tqu1,qu69,qu31,qu41,tqu2,qu58,qu53,qu35,qu64,qu21,tqu4,qu76,qu77,qu52,qu72,qu4,qu78,qu20,qu87,qu68,tqu5,tqu7,qu82,qu74,qu54,qu57,qu55,tqu6,qu14,qu24,1488911949671,1488911953862,1488912052375,1488912161790,1488912290481,1488912360242,1488912374587,1488912385062,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3Z3ZLGNNSJ0OIME3S3LVVX4DNSZ3QN,A9QYAH5BONH1W,Submitted,Tue Mar 07 10:25:26 PST 2017,Tue Mar 07 10:27:49 PST 2017,Fri Mar 10 10:27:49 PST 2017,,,,143,0% (0/0),0% (0/0),0% (0/0),38,,5,{},no,yes,male,3,3,3,3,4,1,1,4,3,1,1,1,2,1,3,2,3,1,1,1,4,1,2,1,4,5,3,2,5,1,2,5,1,3,1,1,qu36,qu2,qu16,qu14,qu66,qu1,qu42,qu37,qu82,qu24,tqu7,qu17,qu58,qu56,qu51,qu29,tqu4,qu55,qu40,qu8,tqu6,qu20,qu67,qu74,tqu1,qu65,qu13,tqu5,qu84,qu22,qu77,tqu3,qu12,qu76,tqu2,1488911076415,1488911077847,1488911118175,1488911146380,1488911181397,1488911199681,1488911207676,1488911214200,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3Z7EFSHGNAKW4JBY7AROI840Q8ZCXR,A1TS41D3J0RH7T,Submitted,Tue Mar 07 10:25:19 PST 2017,Tue Mar 07 10:31:52 PST 2017,Fri Mar 10 10:31:52 PST 2017,,,,393,0% (0/0),0% (0/0),0% (0/0),30,,5,thanks,no,yes,male,3,2,4,1,4,5,1,1,4,3,1,2,5,1,4,4,1,4,4,5,2,4,1,5,5,5,2,1,3,1,4,4,3,4,5,2,qu41,qu6,qu76,qu3,tqu1,tqu6,tqu2,qu25,qu63,tqu3,qu60,tqu5,tqu7,qu83,qu13,tqu4,qu55,qu12,qu42,qu54,qu29,qu87,qu61,qu88,qu21,qu75,qu66,qu44,qu82,qu19,qu64,qu23,qu40,qu32,qu72,1488911551663,1488911559382,1488911612077,1488911745571,1488911851345,1488911882883,1488911895097,1488911907266,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3ZPPDN2SLW2L0LDE0LR5STIL4HL9EY,A3IHT9LDUJNP3E,Submitted,Tue Mar 07 10:25:12 PST 2017,Tue Mar 07 10:30:19 PST 2017,Fri Mar 10 10:30:19 PST 2017,,,,307,0% (0/0),0% (0/0),0% (0/0),26,,5,Nothing,no,yes,male,3,4,4,4,1,3,4,1,5,4,3,4,3,4,4,4,2,4,2,5,4,2,2,1,3,4,3,5,5,4,1,4,4,4,4,4,qu41,qu52,qu28,tqu3,qu3,qu49,qu69,tqu5,qu74,qu73,qu18,tqu4,qu25,qu40,qu20,qu38,qu67,qu36,qu68,qu88,qu6,tqu2,tqu1,qu16,qu53,tqu6,qu84,qu59,qu63,tqu7,qu51,qu43,qu11,qu2,qu33,1488911118721,1488911126342,1488911195934,1488911260284,1488911331258,1488911368872,1488911379048,1488911398759,,,4.0,5
