HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.age,Answer.book,Answer.careful,Answer.comments,Answer.distraction,Answer.english,Answer.gender,Answer.grouptype,Answer.q1,Answer.q10,Answer.q11,Answer.q12,Answer.q13,Answer.q14,Answer.q15,Answer.q16,Answer.q17,Answer.q18,Answer.q19,Answer.q2,Answer.q20,Answer.q21,Answer.q22,Answer.q23,Answer.q24,Answer.q25,Answer.q26,Answer.q27,Answer.q28,Answer.q29,Answer.q3,Answer.q30,Answer.q31,Answer.q32,Answer.q33,Answer.q34,Answer.q35,Answer.q4,Answer.q5,Answer.q6,Answer.q7,Answer.q8,Answer.q9,Answer.qNum1,Answer.qNum10,Answer.qNum11,Answer.qNum12,Answer.qNum13,Answer.qNum14,Answer.qNum15,Answer.qNum16,Answer.qNum17,Answer.qNum18,Answer.qNum19,Answer.qNum2,Answer.qNum20,Answer.qNum21,Answer.qNum22,Answer.qNum23,Answer.qNum24,Answer.qNum25,Answer.qNum26,Answer.qNum27,Answer.qNum28,Answer.qNum29,Answer.qNum3,Answer.qNum30,Answer.qNum31,Answer.qNum32,Answer.qNum33,Answer.qNum34,Answer.qNum35,Answer.qNum4,Answer.qNum5,Answer.qNum6,Answer.qNum7,Answer.qNum8,Answer.qNum9,Answer.time1,Answer.time2,Answer.time3,Answer.time4,Answer.time5,Answer.time6,Answer.time7,Answer.time8,Approve,Reject,Correct,Self-rating
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3JRJSWSMQIRZLJOYJCQV1GFZ4PB3EB,A1CX684F5TEO5W,Submitted,Tue Mar 07 10:24:51 PST 2017,Tue Mar 07 10:35:48 PST 2017,Fri Mar 10 10:35:48 PST 2017,,,,657,0% (0/0),0% (0/0),0% (0/0),43,,5,{},no,yes,male,2,1,4,4,2,5,2,2,4,1,2,1,5,2,4,5,4,4,4,2,5,3,2,2,1,2,3,1,5,5,5,2,3,4,2,2,tqu4,qu66,qu56,qu59,qu58,qu75,qu72,qu76,tqu7,qu83,tqu3,qu54,qu37,qu65,tqu1,qu2,qu60,qu5,qu4,tqu5,qu63,qu69,qu14,tqu2,tqu6,qu52,qu32,qu7,qu23,qu88,qu57,qu80,qu86,qu31,qu84,1488911438062,1488911442285,1488911588166,1488911626386,1488911711733,1488911731024,1488911739421,1488911748004,,,6.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3K9FOBBF2IPKVTR0IHXENP3PI32NLX,A3I4PK485Z5QP9,Submitted,Tue Mar 07 10:24:38 PST 2017,Tue Mar 07 11:19:00 PST 2017,Fri Mar 10 11:19:00 PST 2017,,,,3262,0% (0/0),0% (0/0),0% (0/0),30,,5,{},no,yes,male,2,2,3,3,4,3,1,4,4,5,5,1,2,5,1,4,3,2,1,3,4,4,3,1,3,4,1,1,2,3,2,1,4,3,2,1,qu9,qu2,qu31,qu21,qu14,qu37,qu20,qu49,tqu5,tqu1,qu75,qu76,qu11,tqu4,qu39,qu50,qu40,tqu7,qu60,qu81,qu56,qu44,tqu2,qu30,qu15,qu82,qu69,qu6,qu17,qu57,tqu3,qu51,qu25,qu65,tqu6,1488913966541,1488913969362,1488914016276,1488914187257,1488914235120,1488914310946,1488914326278,1488914340278,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3KKG4CDWKJ438JGLBFFSJ76URSR94S,ANQ0RLFEZ17W0,Submitted,Tue Mar 07 10:24:48 PST 2017,Tue Mar 07 11:09:11 PST 2017,Fri Mar 10 11:09:11 PST 2017,,,,2663,0% (0/0),0% (0/0),0% (0/0),25,,5,Fun!,no,yes,female,2,1,5,3,4,1,3,2,1,1,3,2,5,5,3,5,2,5,2,1,1,1,1,1,4,1,3,3,2,1,3,5,1,4,5,5,tqu1,tqu5,qu12,qu43,tqu7,qu6,qu38,tqu2,qu8,qu27,qu73,qu79,qu81,qu10,qu77,qu72,qu78,qu61,qu86,tqu4,tqu3,qu85,qu4,qu20,qu9,qu5,qu34,qu17,qu16,qu11,qu64,tqu6,qu26,qu22,qu23,1488913529186,1488913541619,1488913610523,1488913658329,1488913703167,1488913723844,1488913733065,1488913741222,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3KOPY89HM987WZAQXD1MYWSR9X73JW,AAXOAPIBFQUCB,Submitted,Tue Mar 07 10:25:03 PST 2017,Tue Mar 07 10:37:56 PST 2017,Fri Mar 10 10:37:56 PST 2017,,,,773,0% (0/0),0% (0/0),0% (0/0),26,,5,{},yes,yes,female,2,4,4,3,1,3,5,4,3,1,3,1,4,3,5,4,1,4,1,1,2,3,5,3,5,3,2,4,2,5,5,1,4,1,3,4,qu31,qu14,qu72,tqu7,qu86,qu6,qu60,qu15,tqu2,qu55,qu40,qu18,qu62,qu45,qu8,tqu4,qu23,tqu6,tqu3,qu41,qu21,tqu5,qu61,qu39,qu20,qu69,qu63,qu9,qu13,qu56,tqu1,qu7,qu84,qu88,qu34,1488911608778,1488911616765,1488911681209,1488911770752,1488911825032,1488911848099,1488911857066,1488911866666,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3L70J4KAZHSUDY9JWWULI6BKAN2ADL,AKY00Z7IB63UV,Submitted,Tue Mar 07 10:25:09 PST 2017,Tue Mar 07 10:34:37 PST 2017,Fri Mar 10 10:34:37 PST 2017,,,,568,0% (0/0),0% (0/0),0% (0/0),30,,5,{},no,yes,female,2,1,1,1,1,4,4,1,2,4,1,1,5,1,1,4,4,4,5,1,4,4,5,4,5,5,4,2,5,1,1,4,5,5,4,4,qu85,tqu6,qu66,qu40,qu61,qu22,qu82,qu23,qu31,tqu3,qu8,qu59,qu83,qu70,qu51,qu48,qu6,qu3,tqu2,qu47,qu26,tqu5,qu52,qu10,qu81,qu13,qu72,qu88,tqu4,tqu7,qu54,qu1,tqu1,qu19,qu41,1488911531134,1488911534838,1488911566565,1488911610866,1488911640743,1488911662411,1488911667592,1488911674216,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3M1CVSFP61BO27DO1I05I5IJT2QQA5,A3FFZN4FO3Q789,Submitted,Tue Mar 07 10:24:41 PST 2017,Tue Mar 07 10:27:21 PST 2017,Fri Mar 10 10:27:21 PST 2017,,,,160,0% (0/0),0% (0/0),0% (0/0),28,,4,{},yes,yes,male,2,3,3,3,2,3,4,4,3,2,3,4,2,4,3,2,1,3,4,3,2,3,4,3,2,3,2,5,4,3,4,3,4,3,2,4,qu7,qu50,qu41,qu64,qu39,qu63,tqu4,qu35,qu49,qu88,qu54,qu11,qu53,qu71,qu16,tqu7,qu67,qu62,qu70,tqu3,qu87,tqu6,tqu1,qu14,qu59,qu56,tqu5,qu37,qu15,qu22,qu84,tqu2,qu58,qu24,qu17,1488911103759,1488911105259,1488911140030,1488911167335,1488911194656,1488911211367,1488911220594,1488911231474,,,2.0,4
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3MX2NQ3YCA0B5Y2JS04G42YQYRD5XC,A3UUUI3JQIGG7O,Submitted,Tue Mar 07 11:25:10 PST 2017,Tue Mar 07 11:35:51 PST 2017,Fri Mar 10 11:35:51 PST 2017,,,,641,0% (0/0),0% (0/0),0% (0/0),26,,5,thanks,no,yes,female,2,4,4,4,5,4,4,5,3,4,4,4,2,4,4,5,4,5,4,4,4,5,1,4,4,4,3,4,1,3,4,1,4,4,3,4,qu4,qu26,qu57,qu25,qu31,qu55,qu52,qu8,qu5,tqu3,qu19,qu1,qu39,tqu4,tqu1,qu13,tqu5,qu6,qu16,qu28,qu48,tqu2,qu40,qu79,qu53,qu62,qu78,tqu6,qu45,qu71,tqu7,qu76,qu70,qu3,qu29,1488914952106,1488914969311,1488915094966,1488915173878,1488915269876,1488915299875,1488915316257,1488915331521,,,4.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3NXNZ5RS1B30R6Y4DDDZMJQ4IUH97C,A27O2IILV3S5YS,Submitted,Tue Mar 07 10:24:55 PST 2017,Tue Mar 07 10:34:05 PST 2017,Fri Mar 10 10:34:05 PST 2017,,,,550,0% (0/0),0% (0/0),0% (0/0),32,,5,Thank You!,no,yes,female,2,3,5,3,5,1,2,4,1,1,4,4,4,5,4,4,5,1,4,1,4,2,1,1,4,2,1,2,1,2,1,1,4,4,2,1,qu32,tqu5,qu33,qu74,qu75,qu5,qu41,tqu2,qu70,qu56,qu4,qu38,qu79,qu17,qu77,tqu1,tqu7,qu31,qu54,qu63,qu52,qu73,tqu3,qu3,qu14,qu82,qu86,tqu6,qu24,tqu4,qu28,qu23,qu53,qu57,qu67,1488911150555,1488911157067,1488911187425,1488911223937,1488911258415,1488911284314,1488911681882,1488911688062,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3OXV7EAXLFWV84VJDU7XPSNMNRN36Q,A3TEMWUZGEVFYS,Submitted,Tue Mar 07 10:24:37 PST 2017,Tue Mar 07 10:27:45 PST 2017,Fri Mar 10 10:27:45 PST 2017,,,,188,0% (0/0),0% (0/0),0% (0/0),20,,4,{},no,yes,male,2,4,3,4,5,4,3,1,4,1,4,2,4,3,3,4,4,1,2,1,1,5,1,5,1,4,2,1,4,2,5,1,3,4,1,2,qu41,qu6,qu47,qu51,qu79,qu61,tqu2,qu2,qu40,qu15,qu75,qu81,qu65,qu64,qu53,qu25,qu82,qu80,qu31,qu21,tqu5,tqu7,qu39,tqu3,qu63,qu7,tqu1,qu3,qu8,qu43,tqu6,qu77,qu87,tqu4,qu73,1488911097547,1488911100488,1488911145912,1488911178919,1488911227166,1488911244324,1488911252603,1488911267067,,,7.0,4
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3TMFV4NEP9KF3GGVGTFXE3UARF88WO,A33QUS4NRVVMTN,Submitted,Tue Mar 07 10:24:36 PST 2017,Tue Mar 07 10:28:47 PST 2017,Fri Mar 10 10:28:47 PST 2017,,,,251,0% (0/0),0% (0/0),0% (0/0),24,,5,{},no,yes,female,2,4,3,2,2,1,1,1,1,3,4,1,5,3,5,2,3,4,1,2,3,5,4,3,1,2,5,1,3,3,1,1,5,4,5,5,qu22,qu62,qu14,qu37,tqu1,qu17,qu70,qu40,qu51,qu64,qu72,qu45,qu12,qu23,qu84,qu38,qu47,tqu3,qu30,qu41,qu35,qu7,qu61,tqu4,qu54,tqu5,tqu2,qu44,qu21,tqu7,tqu6,qu29,qu49,qu1,qu87,1488910967131,1488910970477,1488911009853,1488911051269,1488911082888,1488911106354,1488911115772,1488911126256,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3TXMY6UCAFUCVMAMLWWWO087T5BQC7,A2FFNO6G4FEE2N,Submitted,Tue Mar 07 10:24:45 PST 2017,Tue Mar 07 10:30:02 PST 2017,Fri Mar 10 10:30:02 PST 2017,,,,317,0% (0/0),0% (0/0),0% (0/0),28,,5,{},no,yes,male,2,2,5,5,1,4,5,4,5,2,1,4,2,5,4,1,2,3,4,4,4,1,1,5,5,5,2,1,5,5,1,1,2,1,4,2,qu57,qu74,qu56,tqu6,qu26,tqu1,qu40,qu7,qu86,tqu7,qu53,qu28,tqu5,qu59,qu6,qu69,qu12,qu84,qu5,qu68,qu80,qu75,qu88,qu43,qu45,qu9,tqu3,qu49,qu34,tqu4,qu73,qu58,tqu2,qu81,qu78,1488911186299,1488911194775,1488911246639,1488911305775,1488911351962,1488911380097,1488911389047,1488911398677,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3UN61F00HXVR82G7J1YOFKC2XAS5RG,A1NQLW1UROVH81,Submitted,Tue Mar 07 10:24:42 PST 2017,Tue Mar 07 10:31:07 PST 2017,Fri Mar 10 10:31:07 PST 2017,,,,385,0% (0/0),0% (0/0),0% (0/0),25,,5,{},no,yes,male,2,4,5,5,1,1,1,1,2,4,2,5,4,4,5,1,1,5,5,5,1,2,4,4,4,1,2,4,1,1,4,5,4,2,5,1,qu60,qu25,qu13,tqu4,qu88,qu40,qu61,qu63,qu7,qu72,qu42,qu74,qu19,qu1,tqu7,tqu1,qu32,qu65,qu58,qu9,qu2,qu20,qu71,qu26,tqu3,qu64,qu53,qu33,tqu2,qu77,tqu5,qu45,qu48,qu43,tqu6,1488911135883,1488911140738,1488911260068,1488911281600,1488911303540,1488911454510,1488911461240,1488911466591,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3UWN2HHPUZB7Z6MQ2QUFZBHKAXANSB,A2H2LO1OOF8R5N,Submitted,Tue Mar 07 10:24:52 PST 2017,Tue Mar 07 10:46:01 PST 2017,Fri Mar 10 10:46:01 PST 2017,,,,1269,0% (0/0),0% (0/0),0% (0/0),51,,5,{},no,yes,female,2,4,5,1,5,2,1,4,5,2,2,4,5,4,5,1,5,1,4,2,3,5,3,1,5,1,5,2,4,5,4,2,1,3,5,4,qu7,qu61,tqu2,qu27,qu32,tqu6,qu19,qu22,qu69,qu57,qu15,qu36,qu13,qu12,tqu3,qu42,tqu7,qu49,qu76,qu50,qu68,qu3,qu86,qu41,tqu4,qu23,qu58,qu85,tqu5,qu8,qu75,qu6,qu16,tqu1,qu74,1488912186642,1488912192657,1488912237027,1488912273961,1488912320288,1488912338894,1488912348522,1488912355306,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3VSOLARPKCFIQNXHB1A992EODSV937,A2A0M30DSA7ZN,Submitted,Tue Mar 07 10:24:48 PST 2017,Tue Mar 07 10:28:53 PST 2017,Fri Mar 10 10:28:53 PST 2017,,,,245,0% (0/0),0% (0/0),0% (0/0),29,,5,{},no,yes,female,2,5,5,1,5,5,5,5,1,2,3,5,3,3,1,5,4,4,1,5,5,3,1,3,3,4,1,4,3,3,2,4,4,5,2,4,qu26,qu10,tqu4,qu79,qu29,qu87,qu45,qu86,qu16,qu58,qu59,qu73,qu8,tqu6,tqu1,qu47,qu61,tqu7,qu35,qu51,qu13,tqu3,qu41,qu46,qu39,tqu2,qu44,qu85,qu20,qu80,qu50,qu57,tqu5,qu60,qu22,1488911197921,1488911201560,1488911230406,1488911263462,1488911303820,1488911319615,1488911326759,1488911332254,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3W8CV64QJ35XKV4GQMZBDWFYWXD9HE,A3ATU3VULAB7K2,Submitted,Tue Mar 07 10:25:16 PST 2017,Tue Mar 07 10:29:19 PST 2017,Fri Mar 10 10:29:19 PST 2017,,,,243,0% (0/0),0% (0/0),0% (0/0),29,,5,{},no,yes,male,2,2,1,4,1,3,3,5,5,3,4,2,2,3,1,3,1,3,2,3,3,1,1,1,1,3,1,4,4,5,2,2,5,1,3,2,qu23,qu86,qu79,qu70,qu30,qu31,tqu1,qu15,qu45,qu83,qu40,qu76,qu14,tqu6,qu19,qu39,qu68,qu20,qu57,qu16,tqu3,tqu4,qu66,tqu7,qu5,qu69,qu18,qu61,tqu5,qu11,qu27,qu87,tqu2,qu22,qu21,1488911132761,1488911151130,1488911213939,1488911273420,1488911322068,1488911344118,1488911349802,1488911355553,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3W92K5RLWVNJ19XOSL3YGH15IG4V5Y,A2MUCL20GTQJA0,Submitted,Tue Mar 07 10:25:05 PST 2017,Tue Mar 07 10:40:43 PST 2017,Fri Mar 10 10:40:43 PST 2017,,,,938,0% (0/0),0% (0/0),0% (0/0),30,,5,Thank you for the chance to participate.,no,yes,male,2,5,2,2,5,1,3,2,1,1,5,1,2,1,2,2,5,2,5,1,2,3,1,1,4,1,4,5,3,3,1,2,1,2,3,1,qu61,qu41,qu23,qu26,tqu4,qu77,qu7,qu80,tqu7,tqu5,qu75,qu36,qu85,qu73,qu9,tqu1,qu38,qu29,tqu3,qu51,qu49,qu24,qu66,qu6,qu14,qu2,qu18,qu33,qu44,qu20,qu37,tqu2,qu58,qu59,tqu6,1488911682491,1488911693938,1488911775017,1488911840896,1488911915576,1488911963780,1488911987152,1488912004398,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3W92K5RLWVNJ19XOSL3YGH15IG55V9,A1GV0UZU0T2ORS,Submitted,Tue Mar 07 10:24:49 PST 2017,Tue Mar 07 10:52:05 PST 2017,Fri Mar 10 10:52:05 PST 2017,,,,1636,0% (0/0),0% (0/0),0% (0/0),30,,5,{},no,yes,male,2,1,4,5,3,2,2,1,1,5,2,3,4,4,2,5,2,5,4,3,2,5,5,3,1,2,3,2,3,3,2,4,1,2,3,4,tqu3,qu33,tqu1,qu57,qu28,qu40,tqu6,tqu4,qu88,qu68,qu52,qu25,qu42,qu85,qu77,qu66,qu26,qu61,qu45,qu76,tqu5,qu22,qu30,tqu2,qu80,qu46,qu78,qu50,qu21,qu55,qu79,tqu7,qu9,qu62,qu35,1488912613359,1488912616543,1488912657088,1488912687080,1488912704176,1488912714614,1488912720276,1488912724500,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3YMTUJH0DTMMSYPZ9LK9A776LZTT4B,A3F90N8YVKJ4I7,Submitted,Tue Mar 07 10:24:56 PST 2017,Tue Mar 07 10:31:04 PST 2017,Fri Mar 10 10:31:04 PST 2017,,,,368,0% (0/0),0% (0/0),0% (0/0),38,,5,{},no,yes,male,2,3,1,1,1,3,1,5,1,1,5,1,1,1,5,5,1,1,1,1,5,5,5,1,1,5,1,1,5,1,1,1,3,3,5,5,qu5,qu78,tqu4,qu54,qu83,qu75,tqu5,qu34,qu19,qu17,qu22,qu11,qu36,qu87,qu44,qu35,qu12,tqu3,qu24,qu88,qu25,qu84,tqu7,qu85,tqu1,qu9,tqu6,qu28,qu59,qu6,tqu2,qu60,qu45,qu64,qu71,1488911314067,1488911317191,1488911359875,1488911393486,1488911432261,1488911446685,1488911454327,1488911460791,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3Z4XG4ZF49XUSGLLQYBJGM8H0HE8XH,A2PBRGT71DUYOY,Submitted,Tue Mar 07 10:24:37 PST 2017,Tue Mar 07 11:08:54 PST 2017,Fri Mar 10 11:08:54 PST 2017,,,,2657,0% (0/0),0% (0/0),0% (0/0),23,,5,{},no,yes,female,2,5,3,4,2,2,1,3,2,1,1,5,1,2,5,3,2,2,5,5,1,5,4,1,4,1,1,3,3,4,2,5,5,3,5,4,qu27,qu62,qu3,qu31,qu71,tqu1,qu52,qu38,qu46,tqu2,qu87,tqu4,qu85,qu82,qu41,qu73,qu65,qu5,qu49,qu83,tqu5,qu74,tqu3,qu8,tqu7,tqu6,qu61,qu15,qu47,qu24,qu88,qu39,qu76,qu29,qu19,1488913572134,1488913574412,1488913625765,1488913659171,1488913695869,1488913718375,1488913726868,1488913738541,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3ZOTGHDK5JHPHRM235USE0HP07FSOV,A1LRDHZZUVF9AZ,Submitted,Tue Mar 07 10:24:24 PST 2017,Tue Mar 07 10:30:30 PST 2017,Fri Mar 10 10:30:30 PST 2017,,,,366,0% (0/0),0% (0/0),0% (0/0),33,,5,{},no,yes,male,2,5,5,1,5,1,1,2,3,5,1,1,1,5,1,2,1,5,2,5,3,2,2,3,1,4,1,3,2,2,5,5,1,1,1,2,qu46,tqu1,qu41,tqu5,tqu3,qu67,qu60,qu56,qu87,tqu4,tqu7,qu73,qu74,qu85,qu54,qu44,qu79,qu11,qu84,qu5,qu62,qu70,qu42,qu65,qu39,qu72,qu78,qu27,qu21,qu29,qu77,tqu6,qu81,tqu2,qu68,1488911224533,1488911226086,1488911304438,1488911366916,1488911396732,1488911412449,1488911419274,1488911427549,,,7.0,5
